Code,LocalCode,Name,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,RebateAtchison,RebateAtchisonCode,PeerGroup,OptimiserCategory,Type,Hurdle,E-score,S-score,G-score,ESG-score,Controversy-score,Controversy-Items,Unnamed:30,Citicode,LastPrice,MarketCap,Exchange,MktVolume,ShortSell%,Date,BasicEPS,TotalRevenues,DividendperShare-Net,TotalAssets,TotalLiabilities,GrowthofNetIncome(%),GrowthofNetSales(%),GrowthofFreeCashFlow(%),ReturnonTotalEquity(%),PayoutRatio,TotalDebt/TotalAssets,NetProfitMargin(%),InterestCover(EBIT),Unnamed:51,Unnamed:52,YieldtoMaturity,IRDuration,CreditDuration,AvCreditRating,AAA_ModDur,AA_ModDur,A_ModDur,BBB_ModDur,BB_ModDur,B_ModDur,CCC_ModDur,NotRated_ModDur,CashEq_ModDur,Gov_ModDur,Corporates_ModDur,Securitised_ModDur,Other_ModDur,CashEq_ModDur.1,AAA_CredSprDur,AA_CredSprDur,A_CredSprDur,BBB_CredSprDur,BB_CredSprDur,B_CredSprDur,CCC_CredSprDur,NotRated_CredSprDur,CashEq_CredSprDur,Gov_CredSprDur,Corporates_CredSprDur,Securitised_CredSprDur,Other_CredSprDur,CashEq_CredSprDur.1,Unnamed:85,FE_Objective,FE_PerformanceFee,FE_PrimaryManager,FE_PrimaryManagerStartDate,FE_PrimaryManagerBiography,FE_Benchmark,FE_CrownRating,FE_FundSize,FE_HistoryStart,FE_PortfolioTurnoverRatio,FE_AverageMaturityDate,FE_LonsecRating,FE_MstarAnalystRating,FE_AnnualCharge,PE_Ratio,EarningsYield,PriceBook
6762.TKS,nan,TDK CORP,Growth,International Shares,Global Shares,Global Shares,Information Technology - 45,Tokyo Stock Exchange,JPY,Japan,,Technology Hardware & Equipment - 4520,Electronic Equipment & Instruments - 452030,Electronic Components - 45203015,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,7958,7958.0,3020000000000.0,TKS,1940600.0,0.0,,2.656126,21759090891.0,1.155177,34493210568.0,17660179464.0,-52.3712,-5.7017,-29.7831,6.3433,0.435244,0.217022,4.6299,3.701848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.960928058382773,0.03337680321688866,4.727609633008374e-05
7269.TKS,nan,SUZUKI MOTOR CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Automobiles & Components - 2510,Automobiles - 251020,Automobile Manufacturers - 25102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,6618,6618.0,3190000000000.0,TKS,1996200.0,0.0,,5.065281,52829022879.0,1.092735,51122555868.0,21409884006.0,13.3959,15.1902,26.6864,11.6092,0.215545,0.158577,4.6454,54.652311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.065415324441036,0.07653794197642791,2.22733251009441e-05
8802.TKS,nan,MITSUBISHI ESTATE CO LTD,Growth,International Shares,Global Shares,Global Shares,Real Estate - 60,Tokyo Stock Exchange,JPY,Japan,,Real Estate Management & Development - 6020,Real Estate Management & Development - 602010,Diversified Real Estate Activities - 60201010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2397,2397.0,3040000000000.0,TKS,9368200.0,0.0,,1.134111,14548476057.0,0.405873,78627674076.0,52674884802.0,-18.0036,3.4566,-3.7394,5.8747,0.35725,0.442988,10.0204,7.441812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.135497319045488,0.04731376720901127,9.236001474420942e-06
9735.TKS,nan,SECOM LTD,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Tokyo Stock Exchange,JPY,Japan,,Commercial & Professional Services - 2020,Commercial Services & Supplies - 202010,Security & Alarm Services - 20201080,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,11240,11240.0,2360000000000.0,TKS,463600.0,0.0,,4.915774,11891152677.0,2.91396,20884569867.0,6945808719.0,8.2814,6.0072,1.849,8.4128,0.0,0.033311,8.7964,147.050314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.865168333613386,0.04373464412811388,8.063844326375282e-05
6326.TKS,nan,KUBOTA CORP,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Tokyo Stock Exchange,JPY,Japan,,Capital Goods - 2010,Machinery - 201060,Agricultural & Farm Machinery - 20106015,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2225,2225.0,2610000000000.0,TKS,2896300.0,0.0,,2.099538,31436539377.0,0.499536,55773683529.0,30629674260.0,52.6776,12.7647,44.8061,11.5724,0.228483,0.371359,7.894,62.598324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.597569560541414,0.09436125842696629,8.849026327488666e-06
8113.TKS,nan,UNICHARM CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Tokyo Stock Exchange,JPY,Japan,,Household & Personal Products - 3030,Household Products - 303010,Household Products - 30301010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4955,4955.0,2920000000000.0,TKS,1395500.0,0.0,,1.513335,9801208530.0,0.41628,11797656189.0,3594338439.0,27.2822,4.8738,14.5499,13.0916,0.268381,0.025197,9.1371,25.57434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.74225468914681,0.030541574167507572,6.040239024021714e-05
6920.TKS,nan,LASERTEC CORP,Growth,International Shares,Global Shares,Global Shares,Information Technology - 45,Tokyo Stock Exchange,JPY,Japan,,Semiconductors & Semiconductor Equipment - 4530,Semiconductors & Semiconductor Equipment - 453010,Semiconductor Materials & Equipment - 45301010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,40800,40800.0,3680000000000.0,TKS,7086100.0,0.0,,6.321411,2005647447.0,2.632971,2626112787.0,1380457329.0,90.891,77.5428,22.6373,54.7605,0.29633,0.0,28.4245,4465.705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.54255228777245,0.015493654411764706,0.003275384034804269
8267.TKS,nan,AEON LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Tokyo Stock Exchange,JPY,Japan,,Consumer Staples Distribution & Retail - 3010,Consumer Staples Distribution & Retail - 301010,Consumer Staples Merchandise Retail - 30101040,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3500,3500.0,2990000000000.0,TKS,2814700.0,0.0,,0.518781,96243832672.0,0.367776,133000000000.0,112000000000.0,268.6704,4.5281,32.209,4.8001,0.0,0.259995,0.4609,6.314917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46584782403364,0.014822314285714287,1.6666666666666667e-05
4578.TKS,nan,OTSUKA HOLDINGS LTD,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Tokyo Stock Exchange,JPY,Japan,,"Pharmaceuticals, Biotech & Life Sciences - 3520",Pharmaceuticals - 352020,Pharmaceuticals - 35202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,6054,6054.0,3290000000000.0,TKS,756800.0,0.0,,2.332209,21007237176.0,1.14477,34980466308.0,9625715289.0,-9.178,16.1432,82.5323,5.3418,0.0,0.063722,6.0248,44.713935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.958222440613167,0.03852343904856294,2.387718181678588e-05
1605.TKS,nan,INPEX CORP,Growth,International Shares,Global Shares,Global Shares,Energy - 10,Tokyo Stock Exchange,JPY,Japan,,Energy - 1010,"Oil, Gas & Consumable Fuels - 101020",Oil & Gas Exploration & Production - 10102020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2068,2068.0,2600000000000.0,TKS,10894100.0,0.0,,3.072951,22538460714.0,0.770118,67886755074.0,21896369628.0,-15.2289,-6.8379,-5.241,9.0176,0.242636,0.162034,17.1552,19.813297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.729687521864162,0.1485953094777563,4.4965920157989535e-06
7182.TKS,nan,JAPAN POST BANK LTD,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Banks - 4010,Banks - 401010,Diversified Banks - 40101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1636,1636.0,5920000000000.0,TKS,8411700.0,0.0,,0.973119,16417000872.0,0.52035,2380000000000.0,2290000000000.0,8.2584,15.202,-14.779,3.6072,0.0,0.092926,21.6115,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.811921255262718,0.05948160146699266,1.8177777777777778e-06
4523.TKS,nan,EISAI LTD,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Tokyo Stock Exchange,JPY,Japan,,"Pharmaceuticals, Biotech & Life Sciences - 3520",Pharmaceuticals - 352020,Pharmaceuticals - 35202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,6211,6211.0,1780000000000.0,TKS,1329900.0,0.0,,1.64818,7799630220.0,1.66512,13646012238.0,4875877233.0,70.0842,1.6771,34.1801,5.6972,1.010876,0.126796,6.0604,35.965856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.68399082624471,0.02653646755755917,7.081989041741097e-05
4911.TKS,nan,SHISEIDO LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Tokyo Stock Exchange,JPY,Japan,,Household & Personal Products - 3030,Personal Care Products - 303020,Personal Care Products - 30302010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4148,4148.0,1660000000000.0,TKS,3144700.0,0.0,,0.566398,10126406466.0,0.0,13065957279.0,6401397735.0,-36.4101,-8.8365,-0.0375,3.8188,1.926893,0.2238,2.2351,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.23472187401792,0.013654725168756028,6.223967199354352e-05
7832.TKS,nan,BANDAI NAMCO HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Consumer Durables & Apparel - 2520,Leisure Products - 252020,Leisure Products - 25202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2957.5,2957.5,1950000000000.0,TKS,5222100.0,0.0,,1.045237,10604077359.0,0.725021,9984715161.0,2702989296.0,-42.5947,1.4729,-44.7522,9.8889,0.0,0.0,6.5066,294.189368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.295018259016853,0.035341910397295014,4.061537133958008e-05
8630.TKS,nan,SOMPO HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Insurance - 4030,Insurance - 403010,Property & Casualty Insurance - 40301040,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,8929,8929.0,2940000000000.0,TKS,1542900.0,0.0,,11.829013,49571330076.0,2.91396,150000000000.0,123000000000.0,378.353,-2.6494,289.0986,17.4556,0.0,0.047638,7.9061,38.526493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.548389709268221,0.13247858662784184,3.307037037037037e-05
8015.TKS,nan,TOYOTA TSUSHO CORP,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Tokyo Stock Exchange,JPY,Japan,,Capital Goods - 2010,Trading Companies & Distributors - 201070,Trading Companies & Distributors - 20107010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,9759,9759.0,3430000000000.0,TKS,785700.0,0.0,,9.452144,106000000000.0,2.102214,71320659201.0,46200981498.0,15.2106,5.9535,19.2961,15.167,0.254489,0.32001,3.1358,7.38618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.32464168975843,0.09685566144072139,3.885002075020453e-05
4507.TKS,nan,SHIONOGI LTD,Growth,International Shares,Global Shares,Global Shares,Health Care - 35,Tokyo Stock Exchange,JPY,Japan,,"Pharmaceuticals, Biotech & Life Sciences - 3520",Pharmaceuticals - 352020,Pharmaceuticals - 35202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,7611,7611.0,2180000000000.0,TKS,1563800.0,0.0,,5.495978,4424608899.0,1.56105,14152104648.0,1514447454.0,-23.1223,-6.3239,-21.0037,13.3599,0.287087,0.007238,36.3296,46.418811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.848308708659314,0.0722109841019577,6.0224770170324656e-05
8604.TKS,nan,NOMURA HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Financial Services - 4020,Capital Markets - 402030,Investment Banking & Brokerage - 40203020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,871.1,871.1,2630000000000.0,TKS,16455500.0,0.0,,0.401554,14973914217.0,0.20814,570000000000.0,535000000000.0,0.0979,-0.3655,-48.3363,3.7255,0.645319,0.610359,8.096,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.693221833178104,0.04609734818046149,2.488857142857143e-06
8309.TKS,nan,SUMITOMO MITSUI TRUST HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Banks - 4010,Banks - 401010,Diversified Banks - 40101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3135,3135.0,2280000000000.0,TKS,3598000.0,0.0,,1.352254,10703734791.0,1.14477,763000000000.0,732000000000.0,-45.2918,9.1788,48.4773,3.3171,0.0,0.247918,9.1968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18351433976161,0.043134098883572565,1.0112903225806452e-05
1928.TKS,nan,SEKISUI HOUSE LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Consumer Durables & Apparel - 2520,Household Durables - 252010,Homebuilding - 25201030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3378,3378.0,2190000000000.0,TKS,2101100.0,0.0,,2.800092,31161627420.0,1.220076,35764223352.0,17317122636.0,-5.9795,3.9452,-4.889,10.4242,0.0,0.257365,5.9095,23.00411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.063889329350609,0.08289200710479573,1.831182065954738e-05
6701.TKS,nan,NEC CORP,Growth,International Shares,Global Shares,Global Shares,Information Technology - 45,Tokyo Stock Exchange,JPY,Japan,,Software & Services - 4510,IT Services - 451020,IT Consulting & Other Services - 45102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,10335,10335.0,2750000000000.0,TKS,934400.0,0.0,,4.770683,35769223245.0,1.196805,42574100370.0,21793558875.0,-14.3939,7.8455,3.0533,7.2168,0.250926,0.16335,3.5545,19.477137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.663564734860813,0.04616045476536043,4.9734026432789065e-05
7309.TKS,nan,SHIMANO INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Consumer Durables & Apparel - 2520,Leisure Products - 252020,Leisure Products - 25202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,20620,20620.0,1850000000000.0,TKS,268200.0,0.0,,7.042986,4936685334.0,2.965995,9072104517.0,721590159.0,-52.2991,-24.5738,-39.9213,7.9496,0.422033,0.003891,12.8893,396.464454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27735480377215,0.03415609117361785,0.0002469308969003272
6201.TKS,nan,TOYOTA INDUSTRIES CORP,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Tokyo Stock Exchange,JPY,Japan,,Capital Goods - 2010,Machinery - 201060,Construction Machinery & Heavy Transportation Equipment - 20106010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,15315,15315.0,4750000000000.0,TKS,496700.0,0.0,,8.528438,38921066451.0,2.0814,96221612985.0,45006767841.0,36.2431,16.6966,26.3387,6.0697,0.244051,0.189575,6.8032,11.543037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.957567376347228,0.055686829905321575,2.9903439045727947e-05
9101.TKS,nan,NIPPON YUSEN,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Tokyo Stock Exchange,JPY,Japan,,Transportation - 2030,Marine Transportation - 203030,Marine Transportation - 20303010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4793,4793.0,2260000000000.0,TKS,6017700.0,0.0,,5.127716,24509369595.0,2.39361,41579440938.0,14896402881.0,-80.1395,-11.2967,-58.8314,10.0817,0.0,0.212655,10.4338,13.548108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.347241539898075,0.10698343417483831,1.7962722197379656e-05
8308.TKS,nan,RESONA HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Banks - 4010,Banks - 401010,Regional Banks - 40101015,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,843.3,843.3,1950000000000.0,TKS,14527100.0,0.0,,0.667076,8010881913.0,0.223751,772000000000.0,744000000000.0,40.717,-4.2783,-40.6901,5.9426,0.0,0.094484,19.5893,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.641737972884648,0.07910304755128661,3.011785714285714e-06
2503.TKS,nan,KIRIN HOLDINGS LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,Tokyo Stock Exchange,JPY,Japan,,Food Beverage & Tobacco - 3020,Beverages - 302010,Brewers - 30201010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2088.5,2088.5,1690000000000.0,TKS,3633000.0,0.0,,1.44821,22212627951.0,0.738897,29863771095.0,15025075029.0,1.5224,7.2846,16.3343,11.2307,0.510217,0.228743,5.28,31.240169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.421251061655424,0.06934211156332296,1.4074686823631313e-05
7270.TKS,nan,SUBARU CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Automobiles & Components - 2510,Automobiles - 251020,Automobile Manufacturers - 25102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3369,3369.0,2480000000000.0,TKS,3446700.0,0.0,,4.722812,46445212974.0,0.395466,45321267381.0,20611271640.0,113.4657,25.8926,66.3903,15.5578,0.189038,0.08108,7.7275,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.133462013732496,0.14018438705847433,1.3634158562034857e-05
5020.TKS,nan,ENEOS HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Energy - 10,Tokyo Stock Exchange,JPY,Japan,,Energy - 1010,"Oil, Gas & Consumable Fuels - 101020",Oil & Gas Refining & Marketing - 10102030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,656.2,656.2,1980000000000.0,TKS,14093800.0,0.0,,0.87852,145000000000.0,0.228954,108000000000.0,70973211099.0,-15.547,-4.7781,15.0288,9.0791,0.260987,0.334739,1.8273,10.365851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.469380321449711,0.13387991466016458,1.7722303755653997e-06
4307.TKS,nan,NOMURA RESEARCH INSTITUTE LTD,Growth,International Shares,Global Shares,Global Shares,Information Technology - 45,Tokyo Stock Exchange,JPY,Japan,,Software & Services - 4510,IT Services - 451020,IT Consulting & Other Services - 45102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4220,4220.0,2430000000000.0,TKS,1111200.0,0.0,,1.462108,7556782875.0,0.489129,8974663776.0,5070113481.0,14.1386,6.8229,8.7218,21.4425,0.335109,0.349822,11.3433,22.109774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.862436974560023,0.034647109004739336,0.00010807902783078377
8697.TKS,nan,JAPAN EXCHANGE GROUP INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Financial Services - 4020,Capital Markets - 402030,Financial Exchanges & Data - 40203040,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4035,4035.0,2100000000000.0,TKS,1829700.0,0.0,,1.152601,1510066107.0,0.603606,863000000000.0,859000000000.0,22.5842,7.1844,34.0439,18.0842,0.615706,0.000632,39.8053,827.571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.007778060230734,0.028565080545229243,0.000100875
4684.TKS,nan,OBIC LTD,Growth,International Shares,Global Shares,Global Shares,Information Technology - 45,Tokyo Stock Exchange,JPY,Japan,,Software & Services - 4510,IT Services - 451020,IT Consulting & Other Services - 45102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,23380,23380.0,2060000000000.0,TKS,228700.0,0.0,,6.552931,1136767017.0,2.80989,4276173858.0,434637948.0,14.1642,12.2124,20.728,16.358,0.428796,0.0,51.121,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6786909552382,0.028027934131736525,0.0006086107366363264
6988.TKS,nan,NITTO DENKO CORP,Growth,International Shares,Global Shares,Global Shares,Materials - 15,Tokyo Stock Exchange,JPY,Japan,,Materials - 1510,Chemicals - 151010,Specialty Chemicals - 15101050,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,14000,14000.0,2000000000000.0,TKS,602700.0,0.0,,6.868143,9199340499.0,2.60175,12475432878.0,2634490422.0,-17.3852,-6.5738,-10.1319,10.3191,0.37935,0.000251,10.7479,98.581742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38396696166635,0.04905816428571429,0.00014226279711110628
7201.TKS,nan,NISSAN MOTOR LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Automobiles & Components - 2510,Automobiles - 251020,Automobile Manufacturers - 25102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,594,594.0,2220000000000.0,TKS,22509600.0,0.0,,1.152437,128000000000.0,0.156105,193000000000.0,129000000000.0,234.4325,27.7521,70.1193,7.471,0.135951,0.393017,3.5229,7.532424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.154294768390811,0.19401296296296294,9.28125e-07
9503.TKS,nan,KANSAI ELECTRIC POWER INC,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Tokyo Stock Exchange,JPY,Japan,,Utilities - 5510,Electric Utilities - 551010,Electric Utilities - 55101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1945,1945.0,1740000000000.0,TKS,2200300.0,0.0,,5.750169,43468082484.0,0.780525,91133568243.0,68063205759.0,539.5979,13.6467,463.5534,25.4606,0.0,0.523764,11.8066,27.625863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.382509279292487,0.2956385089974293,8.430730125497237e-06
9531.TKS,nan,TOKYO GAS LTD,Growth,International Shares,Global Shares,Global Shares,Utilities - 55,Tokyo Stock Exchange,JPY,Japan,,Utilities - 5510,Gas Utilities - 551020,Gas Utilities - 55102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3310,3310.0,1330000000000.0,TKS,1039700.0,0.0,,5.642854,30097678827.0,0.676455,40597748628.0,22906296129.0,2.4144,-5.4228,7.8146,14.3745,0.0,0.339845,7.8965,19.327734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.865826051852485,0.17047897280966767,1.870960001835404e-05
9104.TKS,nan,MITSUI OSK LINES LTD,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,Tokyo Stock Exchange,JPY,Japan,,Transportation - 2030,Marine Transportation - 203030,Marine Transportation - 20303010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,5175,5175.0,1870000000000.0,TKS,5744100.0,0.0,,7.951035,16366880760.0,3.85059,40838670678.0,16985077374.0,-70.7455,-1.6323,34.8214,13.1628,0.0,0.31152,17.5763,5.332589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.508586617968604,0.1536431884057971,2.1694844604951854e-05
8795.TKS,nan,T&D HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,Tokyo Stock Exchange,JPY,Japan,,Insurance - 4030,Insurance - 403010,Life & Health Insurance - 40301020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2678.5,2678.5,1420000000000.0,TKS,2418500.0,0.0,,1.915474,24159663174.0,0.686862,176000000000.0,164000000000.0,148.2846,34.1096,528.4864,9.7632,0.0,0.007554,4.3184,364.877156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98348398359884,0.07151293634496919,2.2320833333333335e-05
5802.TKS,nan,SUMITOMO ELECTRIC INDUSTRIES LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,Tokyo Stock Exchange,JPY,Japan,,Automobiles & Components - 2510,Automobile Components - 251010,Automotive Parts & Equipment - 25101010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2231,2231.0,1740000000000.0,TKS,2947600.0,0.0,,1.792064,44911554198.0,0.52035,43928831595.0,20575565223.0,33.9744,12.3619,107.1937,7.3869,0.0,0.205141,3.1118,8.504253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44933216670833,0.0803255939040789,9.553267472146487e-06
